rolename,path,policyname,policytype,effect,service,action,arn,principal
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iam,ListUserTags,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iam,ListUsers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iam,ListVirtualMFADevices,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iam,SimulateCustomPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iam,SimulatePrincipalPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,identitystore,ListGroupMemberships,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,identitystore,ListGroupMembershipsForMember,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,identitystore,ListGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,identitystore,ListUsers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,BatchGetAccountStatus,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,BatchGetFreeTrialInfo,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,DescribeOrganizationConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,GetConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,GetDelegatedAdminAccount,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,GetFindingsReportStatus,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,GetMember,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListAccountPermissions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListCoverage,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListCoverageStatistics,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListDelegatedAdminAccounts,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListFilters,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListFindingAggregations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListFindings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector2,ListUsageTotals,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeAssessmentRuns,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeAssessmentTargets,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeAssessmentTemplates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeCrossAccountAccessRole,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeExclusions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeFindings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeResourceGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,DescribeRulesPackages,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,GetAssessmentReport,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,GetExclusionsPreview,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,GetTelemetryMetadata,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListAssessmentRunAgents,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListAssessmentRuns,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListAssessmentTargets,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListAssessmentTemplates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListEventSubscriptions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListExclusions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListFindings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListRulesPackages,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,inspector,PreviewAgents,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAccountAuditConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAuditFinding,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAuditMitigationActionsTask,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAuditSuppression,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAuditTask,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeAuthorizer,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeBillingGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeCACertificate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeCertificate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeCertificateProvider,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeCustomMetric,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeDefaultAuthorizer,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeDetectMitigationActionsTask,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeDimension,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeDomainConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeEndpoint,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeEventConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeFleetMetric,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeIndex,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeJob,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeJobExecution,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeJobTemplate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeManagedJobTemplate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeMitigationAction,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeProvisioningTemplate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeProvisioningTemplateVersion,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeRoleAlias,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeScheduledAudit,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeSecurityProfile,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeStream,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeThing,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeThingGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeThingRegistrationTask,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeThingType,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,DescribeTunnel,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,GetPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,GetPolicyVersion,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListActiveViolations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAttachedPolicies,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuditFindings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuditMitigationActionsExecutions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuditMitigationActionsTasks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuditSuppressions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuditTasks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListAuthorizers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListBillingGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListCACertificates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListCertificateProviders,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListCertificates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListCertificatesByCA,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListCustomMetrics,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListDetectMitigationActionsExecutions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListDetectMitigationActionsTasks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListDimensions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListDomainConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListFleetMetrics,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListIndices,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListJobExecutionsForJob,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListJobExecutionsForThing,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListJobTemplates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListJobs,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListManagedJobTemplates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListMetricValues,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListMitigationActions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListNamedShadowsForThing,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListOTAUpdates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListOutgoingCertificates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPackageVersions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPackages,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPolicies,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPolicyPrincipals,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPolicyVersions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPrincipalPolicies,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListPrincipalThings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListProvisioningTemplateVersions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListProvisioningTemplates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListRelatedResourcesForAuditFinding,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListRetainedMessages,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListRoleAliases,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListSbomValidationResults,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListScheduledAudits,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListSecurityProfiles,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListSecurityProfilesForTarget,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListStreams,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTargetsForPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTargetsForSecurityProfile,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingGroupsForThing,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingPrincipals,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingRegistrationTaskReports,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingRegistrationTasks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingsInBillingGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListThingsInThingGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTopicRuleDestinations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTopicRules,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListTunnels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListV2LoggingLevels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iot,ListViolationEvents,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotanalytics,ListChannels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotevents,ListInputs,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotfleetwise,ListModelManifests,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotsitewise,DescribeGatewayCapabilityConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotsitewise,ListAssetModels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iotsitewise,ListGateways,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,iottwinmaker,ListWorkspaces,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeCluster,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeClusterDynamicConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeTopic,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeTopicDynamicConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka-cluster,DescribeTransactionalId,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeCluster,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeClusterOperation,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeClusterOperationV2,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeClusterV2,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeConfigurationRevision,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeReplicator,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,DescribeVpcConnection,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,GetBootstrapBrokers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,GetCompatibleKafkaVersions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,ListClientVpcConnections,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,ListClusterOperations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,kafka,ListClusterOperationsV2,*,
