rolename,path,policyname,policytype,effect,service,action,arn,principal
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,trust,trust,Allow,sts,AssumeRole,,access-analyzer.amazonaws.com
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,cloudtrail,GetTrail,*,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,iam,GenerateServiceLastAccessedDetails,*,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,iam,GetServiceLastAccessedDetails,*,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,s3,GetObject,arn:aws:s3:::organization-cloudtrail.us-west-2.637423623822,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,s3,GetObject,arn:aws:s3:::organization-cloudtrail.us-west-2.637423623822/*,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,s3,ListBucket,arn:aws:s3:::organization-cloudtrail.us-west-2.637423623822,
AccessAnalyzerMonitorServiceRole_BCH4LLTLOE,/service-role/,AccessAnalyzerMonitorServicePolicy_NPC1TYHXFA,managed,Allow,s3,ListBucket,arn:aws:s3:::organization-cloudtrail.us-west-2.637423623822/*,
AWSReservedSSO_AdministratorAccess_5bbd2384c1cd8130,/aws-reserved/sso.amazonaws.com/,trust,trust,Allow,sts,AssumeRole,,arn:aws:iam::654654581435:saml-provider/AWSSSO_31d0922c9d579402_DO_NOT_DELETE
AWSReservedSSO_AdministratorAccess_5bbd2384c1cd8130,/aws-reserved/sso.amazonaws.com/,AdministratorAccess,managed,Allow,*,*,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,trust,trust,Allow,sts,AssumeRole,,arn:aws:iam::654654581435:saml-provider/AWSSSO_31d0922c9d579402_DO_NOT_DELETE
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,a4b,ListSkills,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,GetAnalyzedResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,GetAnalyzer,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,GetArchiveRule,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,GetFinding,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,ListAnalyzedResources,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,ListAnalyzers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,ListArchiveRules,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,ListFindings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,access-analyzer,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,account,GetAlternateContact,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,account,GetRegionOptStatus,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,DescribeCertificateAuthority,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,DescribeCertificateAuthorityAuditReport,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,GetPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,ListCertificateAuthorities,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,ListPermissions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm-pca,ListTags,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm,DescribeCertificate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm,ListCertificates,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,acm,ListTagsForCertificate,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,airflow,GetEnvironment,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,airflow,ListEnvironments,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appflow,ListFlows,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appflow,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,application-autoscaling,DescribeScalableTargets,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,application-autoscaling,DescribeScalingActivities,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,application-autoscaling,DescribeScalingPolicies,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,application-autoscaling,DescribeScheduledActions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeGatewayRoute,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeMesh,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeRoute,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeVirtualGateway,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeVirtualNode,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeVirtualRouter,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,DescribeVirtualService,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListGatewayRoutes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListMeshes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListRoutes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListVirtualGateways,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListVirtualNodes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListVirtualRouters,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appmesh,ListVirtualServices,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeAutoScalingConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeCustomDomains,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeObservabilityConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeService,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeVpcConnector,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,DescribeVpcIngressConnection,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListAutoScalingConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListConnections,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListObservabilityConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListOperations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListServices,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListVpcConnectors,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,apprunner,ListVpcIngressConnections,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,GetApiCache,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListApiKeys,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListDataSources,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListDomainNames,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListFunctions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListGraphqlApis,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListResolvers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListResolversByFunction,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListSourceApiAssociations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,appsync,ListTypesByAssociation,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,GetWorkGroup,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListApplicationDPUSizes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListCalculationExecutions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListCapacityReservations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListDataCatalogs,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListDatabases,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListEngineVersions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListExecutors,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListNamedQueries,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListNotebookMetadata,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListNotebookSessions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListPreparedStatements,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListQueryExecutions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListSessions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListTableMetadata,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,athena,ListWorkGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,GetAccountStatus,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListAssessmentControlInsightsByControlDomain,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListAssessmentFrameworkShareRequests,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListAssessmentFrameworks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListAssessmentReports,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListAssessments,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListControlDomainInsights,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListControlDomainInsightsByAssessment,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListControlInsightsByControlDomain,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListControls,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListNotifications,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,auditmanager,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling-plans,DescribeScalingPlans,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeAccountLimits,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeAdjustmentTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeAutoScalingGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeAutoScalingInstances,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeAutoScalingNotificationTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeInstanceRefreshes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeLaunchConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeLifecycleHookTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeLifecycleHooks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeLoadBalancerTargetGroups,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeLoadBalancers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeMetricCollectionTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeNotificationConfigurations,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribePolicies,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeScalingActivities,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeScalingProcessTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeScheduledActions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeTags,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeTerminationPolicyTypes,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeTrafficSources,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,autoscaling,DescribeWarmPool,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,DescribeGlobalSettings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,DescribeRegionSettings,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,GetBackupVaultAccessPolicy,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,GetBackupVaultNotifications,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,ListBackupVaults,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,backup,ListTags,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,batch,DescribeComputeEnvironments,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,batch,DescribeJobDefinitions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,bedrock,GetCustomModel,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,bedrock,GetModelInvocationLoggingConfiguration,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,bedrock,ListCustomModels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,bedrock,ListTagsForResource,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,braket,SearchJobs,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,braket,SearchQuantumTasks,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAccountUsageReportData,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAccounts,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListApiKeys,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAppInstanceAdmins,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAppInstanceBots,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAppInstanceUserEndpoints,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAppInstanceUsers,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAppInstances,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAttendeeTags,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAttendees,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListAvailableVoiceConnectorRegions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListBots,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListCDRBucket,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListCallingRegions,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelBans,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelFlows,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelMemberships,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelMembershipsForAppInstanceUser,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelMessages,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelModerators,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannels,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelsAssociatedWithChannelFlow,*,
AWSReservedSSO_SecurityAudit_41292ae7552f2441,/aws-reserved/sso.amazonaws.com/,SecurityAudit,managed,Allow,chime,ListChannelsModeratedByAppInstanceUser,*,
